fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
1969-2-18,05:10:00,Mineral County Airlines,Douglas DC-3,"Near Lone Pine, California",32,3,35,32,3,0,35,1969,18,2,"The flight designated ""gambler's special"" flew into  Mt. Whitney at 11,770 ft. about 11 miles west of Lone Pine.  Deviated from prescribed course, as authorized, resulting in the aircraft being operated under IFR weather conditions, in high mountainous terrain, in an area where there was a lack of radio navigation aids. Aircraft recovered 8/8/69."
1969-2-24,,Far Eastern Air Transport,Handley Page Dart Herald 201,"Tainan, Taiwan",32,4,36,32,4,0,36,1969,24,2,Crashed after experiencing an engine failure during takeoff. The plane passed over a wooded area and belly-landed in a small cleared and skidded into a creek.
1969-3-05,17:38:00,Prinair,de Havilland DH-114 Heron 2D,"San Juan, Puerto Rico",17,2,19,17,2,0,19,1969,05,3,Crashed into the Sierra de Luquillo mountains. The vectoring of the aircraft by a ATC trainee into mountainous terrain under IFR  conditions without adequate clearance altitude.
1969-3-08,,Continental Air Transport,Douglas DC-4,Atlantic Ocean,0,3,3,0,3,0,3,1969,08,3,The cargo plane went missing en route between Santa Maria and the Azores Islands.
1969-3-13,15:52:00,Wien Consolidated Airlines,de Havilland DHC-6,"Minchumina, Alaska",4,1,5,1,0,0,1,1969,13,3,Crashed after the pilot experienced spatial disorientation in a whiteout.
1969-3-16,14:00:00,Venezolana Internacional de Aviacion,McDonnell Douglas DC-9-32,"Maracaibo, Zulia, Venezuela",74,10,84,74,10,71,84,1969,16,3,"Seconds after becoming airborne, the aircraft struck electrical power lines and crashed into houses in the La Trinidad section of the city. Takeoff calculations made from erroneous information. Faulty temperature sensor along the runway. San Francisco Giants pitcher Nestor Chavez, 22,  killed."
1969-3-20,02:00:00,United Arab Airlines,Ilyushin IL-18D,"Near Aswan, Egypt",98,7,105,93,7,0,100,1969,20,3,A sand storm in the Aswan area caused the visibility to drop from 10km to 2-3km. The plane made 2 missed approaches and was approaching for the third time when it  banked right causing the right wing to contacted the left side of the runway . The wing broke off and the aircraft crashed in flames. The pilot descended below minimum safe altitude without having the runway lights clearly in sight. A contributing factor was pilot fatigue.
1969-3-20,06:55:00,Avion Airways,Douglas DC-3,"New Orleans, Louisiana",24,3,27,13,3,0,16,1969,20,3,Crashed while landing in fog. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights. Failure of the crew to discontinue descent into conditions below minima upon reaching the decision height. Improper IFR operation. Misunderstanding of instructions. Exercising of poor judgment. Poor crew coordination. Pilot fatigue.
1969-4-02,16:08:00,LOT Polish Airlines,Antonov AN-24V,"Zawoja, Poland",48,5,53,48,5,0,53,1969,02,4,The aircraft was on a flight from Warsaw to Cracow when it crashed into the Babia Gora mountains. The aircraft deviated from its normal route in heavy fog for unknown reasons.
1969-4-02,12:40:00,Military - U.S. Army,Boeing Vertol CH47C (helicopter),"Near Quang Tri, South Vietnam",73,5,78,23,1,0,24,1969,02,4,"As the helicopter was taking off in a vertical climb, there was a loss in rotor speed and the aircraft touched down on the edge of a ravine and rolled over causing the rotor blades to strike the ground and a fire to erupt."
1969-4-02,12:50:00,Islands of the Bahamas Inc,Curtiss C-46F,"Off New Providence Island, Bahamas",0,2,2,0,2,0,2,1969,02,4,The cargo aircraft crashed into the ocean after a reported fire.
1969-4-07,,Air Canada,Vickers 757 Viscount,"Sept-Îles, Quebec, Canada",17,4,21,1,0,0,1,1969,07,4,"A fire in the left landing gear caused the plane to return for an emergency landing. After landing to a full stop,  control was lost of the No.1 engine. Loss of control of the left main gear brakes caused the aircraft to circle to the right during the evacuation. Overheating of the starter selector relay during the starting of the No.1 and 2 engines. The proximity of a wire bundle to the relay provided a source of combustion for the initial fire."
1969-4-15,13:50:00,Military - U.S. Navy,Lockheed EC-121M,"Off Chongjin, North Korea",25,6,31,25,6,0,31,1969,15,4,The aircraft was shot down over the Sea of Japan by two North Korean MiG jet fighters while making a reconnaissance flight.
1969-4-16,08:20:00,Wigmo,Curtiss C-46,"Kinshasa, Zaire",42,3,45,42,3,0,45,1969,16,4,"The plane developed landing gear trouble while attempting to land at Luluaburg. The pilot chose to return to Kinshasa. He was circling to use up fuel when the accident occurred. The plane crashed into the Congo River. Leased to the Congolese Air Force. Possible fuel exhaustion,."
1969-4-21,14:59:00,Indian Airlines,Fokker F-27 Friendship 100,"Khulna, East Pakistan",40,4,44,40,4,0,44,1969,21,4,The aircraft crashed in adverse weather conditions. Windshear. The crew tried to fly through thunderstorms at a low level but lost control in severe downdrafts.
1969-4-24,,Ghana Airways,Douglas DC-3,"Near Takoradi, Ghana",30,3,33,1,0,0,1,1969,24,4,The aircraft struck high ground after engine problems required  a forced landing.
1969-5-06,13:20:00,Military - U.S. Army,Boeing Vertol CH47A (helicopter),"Near Chon Thanh, South Vietnam",69,5,74,29,1,0,30,1969,06,5,"As the helicopter was taking off, the landing gear became entangled in some wire which dragged the aircraft down and caused it to fall over a cliff."
1969-5-07,12:45:00,Flying W Airways,Curtiss C-46F,"Medford, New Jersey",0,2,2,0,2,0,2,1969,07,5,Lifted off prematurely to avoid a parked aircraft and struck trees.
1969-5-23,,Union of Burma Airways,Douglas C-47,"Near Lashio, Burma",4,2,6,4,2,0,6,1969,23,5,Lost control on approach and nosed into the ground in a field. Flap asymmetry in the final stages of the flight.
1969-5-25,09:52:00,Aero Transporti Italiani,Fokker F-27 Friendship 600,"Reggio di Calabria, Italy",31,5,36,1,0,0,1,1969,25,5,Landed short of the runway and hit a wall. Misjudgement by the pilots of the distance between the aircraft and the ground during the final phase of the landing approach.
1969-6-04,08:42:00,Compania Mexicana de Aviacion,Boeing B-727-64,"Near Salinas Victoria, Nuevo Leon, Mexico",72,7,79,72,7,0,79,1969,04,6,"While the crew was descending and attempting to align with the runway, the plane hit high ground, several kilometers from the airport, in poor weather conditions. Excessive speed and wide radius of turn took the  aircraft out of the designated descent area and over rising terrain."
1969-6-05,,Military - U.S. Air Force,Boeing RC-135E,"Off Andreanof Islands, Alaska",0,19,19,0,19,0,19,1969,05,6,"Vanished en route. A message was received from the aircraft stating they were experiencing a vibration but not declaring an emergency followed by ""crew go to oxygen."""
1969-6-23,14:52:00,Aeroflot,Ilyushin IL-14M / Antonov An-12BP,"Near Poroslitsy, Russia",110,10,120,110,10,0,120,1969,23,6,"A soviet air force plane carrying 91 paratroopers collided with a passenger airliner at 3,000 m. The IL-14 pilot changed altitude without permission to avoid storm clouds. Twenty-four killed on the IL-14 and 96 on the An12."
1969-6-28,19:50:00,Aeroflot,Ilyushin IL-14,"Near Talas, Kyrgyzstan",35,5,40,35,5,0,40,1969,28,6,The passenger plane struck a mountian 34 km from Talas. Crew error. The crew made a right turn  towards the mountains instead of  a left turn.
1969-7-06,20:22:00,Air South,Beechcraft B-99,"Near Monroe, Georgia",12,2,14,12,2,0,14,1969,06,7,"The aircraft descended in a near vertical dive crashing to the ground. Unwanted change in longitudinal trim which resulted in a nose down high-speed flight condition that was beyond the physical capacity of the pilots to overcome. The initiating element in the accident sequence could not be specifically determined. However, design of the aircraft flight control system was conducive to malfunctions of the flight control systems which, if undetected by the crew could lead to loss of control."
1969-7-12,,Royal Nepal Airlines,Douglas DC-3,"Hitauda, Nepal",31,4,35,31,4,0,35,1969,12,7,Collided with trees on a cloud covered mountain summit. The plane was 10 miles from its destination when it crashed. Weather was poor at the time of the accident.
1969-7-15,06:57:00,New York Airways,de Havilland Canada DHC-6 Twin Otter 200,"New York City, New York",11,3,14,1,2,0,3,1969,15,7,The plane flew into wake turbulence and crashed.  The pilot was 12 minutes behind schedule and made an intersection takeoff. The tower warned him of wake turbulence from a recently departing jet.
1969-7-25,17:45:00,Trans Isle Air,De Havilland DH-104 Dove,"Kekaha, Hawaii",11,2,13,1,0,0,1,1969,25,7,The sightseeing flight collided with trees after experiencing an engine failure. Failure of valve assembly. Pilot-in-command exercised poor judgment. Unwarranted low flying.
1969-7-26,01:30:00,Air Algerie,Sud Aviation SE-210 Caravelle 6N,"Biskra, Algeria",30,7,37,30,3,0,33,1969,26,7,Crash landed while attempting an emergency landing after a fire in an electrical panel led to a cabin fire.
1969-7-26,12:33:00,Trans World Airlines,Boeing 707-331C,"Atlantic City, New Jersey",0,5,5,0,5,0,5,1969,26,7,"Crashed during a missed approach procedure. A loss of directional control, which resulted from the intentional shutdown of the pumps supplying hydraulic pressure to the rudder without a concurrent restoration of power on the No.4 engine. A contributing factor was the inadequacy of the hydraulic fluid loss emergency procedure when applied against the operating configuration of the aircraft."
1969-8-03,16:00:00,Aeroflot,Antonov An-24B,"Preobrazhenka, Ukraine",51,4,55,51,4,0,55,1969,03,8,"At an altitude of 4,000 m the propeller separated from the left engine.The blade punctured the fuselage, severing elevator and aileron controls. The crew could not control the plane  anymore. It went into a spin and crashed."
1969-8-03,,Canairelief Air,Lockheed L-1049H Super Constellation,"Uli , Nigeria",0,4,4,0,4,0,4,1969,03,8,The cargo plane crashed while attempting to land.
1969-8-19,17:00:00,Air America,Pilatus Pc-6C,"Near Long Tieng, Laos",12,1,13,12,1,0,13,1969,19,8,The plane crashed into a hillside as it was about to come in for a landing and after the pilot was shot.
1969-8-25,,TAO,Douglas C-47B,"Sucre, Ecuador",0,4,1,0,1,0,1,1969,25,8,The cargo plane crashed under unknown circumstances.
1969-8-26,20:31:00,Aeroflot,Ilyushin IL-18,"Moscow, Russia",94,8,102,16,0,0,16,1969,26,8,"On final approach to Moscow-Vnukovo, the flying crew failed to lower the landing gear."
1969-8-26,09:45:00,Aeroflot,Antonov AN-2,"Khovu-Aksy, Russia",11,3,14,11,3,0,14,1969,26,8,The crew encountered below-minima weather conditions with low clouds over the mountains.The airplane struck the slope of a mountain
1969-8-31,20:05:00,Private Charter,Cessna 172H,"Newton, Iowa",2,1,3,2,1,0,3,1969,31,8,"The single engine plane took off at night in rainy weather despite warnings of a building storm front. Fighter, Rocky Marciano, 45,  killed. The pilot was not cleared to fly IFR and had only 35 hours of night flying experience. The plane got as far as Newton, Iowa. The plane was seen flying barely 100 feet off the ground when it entered a rolling bank of clouds. Reappearing once, it rose and disappeared again. The plane crashed into a lone oak tree in the middle of a corn field. After a stop at Des Moines, Marciano was on his way home to attend his birthday party. Pilot attempted operation beyond experience/ability level. Continued VFR flight into adverse weather conditions. Spatial disorientation."
1969-9-01,13:05:00,Aeroflot,Ilyushin IL-14P,"Cross Bay, Russia",22,5,27,17,5,0,22,1969,01,9,The plane crashed into a hillside 24 km from the airport in poor weather while on approach.  Failure of the crew  to reduce speed and approach in weather worse than the specified minimum.
1969-9-02,11:15:00,Military - Royal Lao Air Force,Douglas C-47,"Near Pakse, Laos",31,4,35,31,4,0,35,1969,02,9,Crashed near the Meking River after being unable to land because of lowe clouds and  running out of fuel.
1969-9-06,,TAME Ecuador,Douglas DC-3,"Quito, Ecuador",,,16,,,,1,1969,06,9,"Twelve men and a woman, some of them armed with machine guns, hijacked two TAME Ecuador C-47 planes. The hijackers shot and killed one crewman and wounded another. Both aircraft landed at Tumaco (TCO), Colombia for refueling. One airplane was left behind as the hijackers continued to Panama City-Tocument Airport (PTY). After a 31-minute refueling stop the C-47 continued to Kingston (KIN), Jamaica. The plane left Kingston at 21:00 after a 71-minute refueling stop. The flight finally landed at Cuba. The hijackers told passengers that the hijacking was in retaliation for the deaths of several students in May 1969 during anti-government riots at the University of Guyaquil in Ecuador."
1969-9-08,14:00:00,SATENA,Douglas DC-3,"Near Medina, Colombia",29,3,32,29,3,0,32,1969,08,9,"Flew into a mountain, 30 miles from its destination after being diverted because of a severe storm."
1969-9-09,14:29:00,Allegheny Airlines / Forth Corporation,MD Douglas DC-9-31/Piper Cherokee PA-28,"Near Fairland, Indiana",79,4,83,79,4,0,83,1969,09,9,"Midair collision at 2,500 ft. The Piper crashed into the tail of the DC-9 as it prepared to land. Eighty-two killed aboard the DC-9, one aboard the Piper.  Inadequate VFR separation and deficiencies in the ATC system in the terminal area with mixed VFR/IFR traffic."
1969-9-12,,Philippine Air Lines,BAC One-Eleven 402AP,"Near Antipolo, Philippines",42,5,47,41,4,0,45,1969,12,9,Landed short and crashed into a tree during it's approach. Possible faulty altimiter. The weather was clear.
1969-9-14,20:33:00,VASP,Douglas DC-3,"Londrina-Parana, Brazil",15,6,21,15,5,0,20,1969,14,9,"Fifteen minutes after leaving Londina, the port engine was feathered and aircraft returned to Londrina. The plane crashed while attempting a go-around after a failed landing attempt. The only survivor was a crew member thrown clear of the accident."
1969-9-17,17:09:00,Pacific Western Airlines,Convair CV-640,"Campbell River, Canada",11,4,15,2,2,0,4,1969,17,9,Crashed into a hill  while attempting to land in inclement weather. Non-compliance with the instrument approach procedures. Pilot error.
1969-9-20,16:00:00,Air Vietnam (South Vietnam),Douglas DC-4 / USAF F-4E,"Near Hoi An, Vietnam",71,5,76,69,5,2,74,1969,20,9,"Midair collision. The F-4E landed safely. The DC-4 crashed, killing all seventy-five aboard and two on the ground. Misconstrued instructions on landing by the DC-4."
1969-9-21,17:20:00,Mexicana,Boeing B-727-64,"Mexico City, Mexico",111,7,118,22,5,0,27,1969,21,9,"During an approach, the plane undershot the runway and landed about a mile short, hitting an embankment . The plane became airborne again until the undercarriage and forward fuselage struck a railway embankment and broke up. Undetermined cause."
1969-9-26,15:10:00,Lloyd Aereo Boliviano,Douglas DC-6B,"Near La Paz, Bolivia",69,5,74,69,5,0,74,1969,26,9,"Hit 15,500 ft. Mt. Choquetanga. Cause unknown. All members of the Bolivian soccer team The Strongest, killed."
1969-9-26,18:40:00,Nordchurchaid,Boeing C-97,"Uli, Nigeria",0,5,5,0,5,0,5,1969,26,9,The cargo plane crashed  into trees on approach short of the runway.
1969-10-02,07:10:00,Military - U.S. Navy,Grumman C-2A,Gulf of Tonkin,21,5,26,21,5,0,26,1969,02,10,Crashed while flying from Subi Point in the Philippines to an aircraft carrier. Possible engine failure.
1969-10-13,17:27:00,Aeroflot,Antonov An-24B,"Nizhnevartovsk, Russia",52,4,56,22,2,0,24,1969,13,10,"The plane crashed 1,090 mshort of the runway while on approach A propeller accidently feathered when the de-icing system was activated causing the plane to lose altitude and crash."
1969-11-09,,Austin Airways,Douglas C-47B,"Timmins, Ontario ,Canada",2,2,4,2,0,0,2,1969,09,11,Crashed after returning to Timmins because of poor weather. The pilot made inadequate pre flight preparations for a flight into known marginal weather. The pilot descended below the minimum altitude. The pilot exposed himself and his crew to the effects of fatigue by attempting a flight after a long period of duty.
1969-11-13,02:33:00,Aeroflot,Antonov An-12TB,"Near Anderma, Russia",9,3,12,9,3,0,12,1969,13,11,Crashed on approach. Icing.
1969-11-19,20:20:00,Mohawk Airlines,Fairchild-Hiller FH-227B,"Mt. Pilot Knob, Glens Falls, New York",11,3,14,11,3,0,14,1969,19,11,"Struck trees on the northwest slope of Pilot Knob Mountain, and impacted a rock cliff, after which the aircraft fell 38ft, becoming lodged between trees. The captain exceeded his clearance limits and flew the aircraft into a severe ""lee side"" mountain downdraft at an altitude insufficient for recovery."
1969-11-20,08:30:00,Nigeria Airways,BAC VC-10-1101,"Near Ikeja, Nigeria",76,11,87,76,11,0,87,1969,20,11,The aircraft crashed and burned 8 miles from Lagos Airport where it was to have landed. Cause unknown.  Possibly insufficient monitoring of equipment. Allowing the aircraft to come down to an unsafe altitude without contact with the ground.
1969-12-03,18:05:00,Air France,Boeing B-707-328B,"Off Caracas, Venezuela",41,21,62,41,21,0,62,1969,03,12,"At a height of 3,000 ft., the aircraft suddenly nosed  into the sea, 3 minutes after taking off. Cause unknown.  It appears that the report has been classified by the French Authorities until 2029."
1969-12-05,15:00:00,Private,Lockheed 18-08 Lodestar,"Nnear Albuquerque, New Mexico",9,2,9,9,2,0,9,1969,05,12,The VFR rated pilot continued flight in poor weather. Airframe icing caused the left wing to fail in flight. The aircraft lost control and crashed. The Lodestar was not equipped with deicing boots.
1969-12-06,07:07:00,Aeroflot,Antonov An-12PL,"Near Khantanga, Russia",2,6,8,2,6,0,8,1969,06,12,Crashed short of the runway on approach. Icing.
1969-12-08,20:46:00,Olympic Airways,Douglas DC-6B,"Near Keratea, Greece",85,5,90,85,5,0,90,1969,08,12,"The aircraft crashed into Mt. Pan, 25 miles SW of Athens while preparing to land. The flight crew deviated from the proper track and descended below the minimum safe altitude during approach."
1969-12-10,18:33:00,Aeroflot,Ilyushin 14P,"Off Makhachkala , Russia",12,5,17,12,5,0,17,1969,10,12,ATC lost contact with the aircraft shortly after it took off crashing into the ocean. Cause unknown. Possible collision with a flock of birds.
1969-12-22,,Air Vietnam (South Vietnam),Douglas DC-6B,"Nha Trang, Vietnam",70,7,77,10,0,24,10,1969,22,12,"An explosive device was detonated in the cabin just as the aircraft was about to land. The blast damaged the aircraft's hydraulics. The aircraft became airborne, overran the runway and crashed into a school."
1969-12-23,,Laos Air,Douglas C-47A-25-DK,"Near Luang Prabang, Laos",4,2,6,4,2,0,6,1969,23,12,Crashed while approaching Luang Prabang Airport in thick fog.
1970-1-05,22:25:00,Spantax,Convair CV-990-30A-5,"Stockholm, Sweden",7,3,10,5,0,0,5,1970,05,1,"The plane developed trouble in the No. 4 engine and the takeoff was aborted and the plane returned to the gate.  It was decided to continue the ferry flight to Zurich on three engines.  As the aircraft started its take-off roll the nose yawed to the right. This was corrected by retarding no.1 engine power. The aircraft rotated at 134kts with 27deg. Flaps. While climbing, the aircraft banked 4 to 6 degrees to the right and the airspeed dropped to 10kts below V2. The plane then contacted some tree tops, banked 10 to 15 degrees and crashed. Unexpected early loss of external visual reference after take-off and loss of directional control during transition from visual to instrument flying. Windshear."
1970-1-12,12:00:00,Military - Royal Hellenic Air Force,Douglas C-47,Near Villia Greece,22,5,27,19,4,0,23,1970,12,1,"The aircraft, carrying paratroopers, crashed into a mountain in fog."
1970-1-13,06:00:00,Polynesian Airlines,Douglas DC-3,"Faleolo, Western Samoa",29,3,32,29,3,0,32,1970,13,1,"Crashed into a lagoon 400 yards past the end of the runway, seconds after taking off after the plane pitched up and stalled. Windshear, precipitation and turbulence."
1970-1-14,,Faucett,Douglas DC-4,"Mt. Pumacona, Peru",24,4,28,24,4,0,28,1970,14,1,"Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors  ATC error, navigational aids not functional."
1970-1-25,19:13:00,Royal Nepal Airlines,Fokker F-27 Friendship 200,"Near Delhi, India",18,5,23,0,1,0,1,1970,25,1,The aircraft crashed short of the runway after entering a thunderstorm and encountering windshear.
1970-1-25,,Charter -Federal Electricity Commission,Convair CV-240-2,"Near Poza Rica, Mexico",15,4,19,14,4,0,18,1970,25,1,Crashed into Vega Hill located six km east of the airfield while on approach. The plane was carrying Mexican journalists covering the presidential campaign.
1970-1-28,20:53:00,Aeroflot,Antonov AN-24,"Near Batagai, Russia",28,6,34,28,6,0,34,1970,28,1,Crashed into a mountain while on approach after executing a premature descent.
1970-1-28,07:49:00,TAG Airlines,De Havilland Dove,"Cleveland, Ohio",7,2,9,7,2,0,9,1970,28,1,The aircraft suffered an airframe failure while en route. Fatigue fracture of wing attachment fitting bolts. FAA replacement time exceeded.
1970-1-29,19:27:00,Aeroflot,Tupolev TU-124,"Near Murmansk, Russia",32,6,11,8,3,0,11,1970,29,1,Collided with a snow-covered rocky mountain slope 40 km northeast of Batagay Airport at an altitude of 1020 meters. The crew had initiated a descent prematurely.
1970-2-04,13:45:00,Tarom,Antonov AN-24V,"Apuseni mountains, Romania",18,4,22,17,4,0,21,1970,04,2,"While descending in poor weather conditions, the airplane struck tree tops, stalled and crashed in a snow covered hill located in the Vladeasa Mountain Range, about 73 km southeast of Oradea Airport."
1970-2-04,20:55:00,Aerolineas Argentinas,Hawker Siddeley HS-748 1,"Near Corrientes, Argentina",33,4,37,33,4,0,37,1970,04,2,Crashed in a storm 8 minutes after taking off. Went into a dive and crashed at a high rate of speed into the ground. Severe turbulence and adverse weather conditions.
1970-2-06,15:42:00,Aeroflot,Ilyushin IL-18V,"Near Samarkand, USSR",98,8,106,85,7,0,92,1970,06,2,"Crashed into a mountain at an elevation of 5,000 ft. 32 km northeast of Samarkand Airport.  Misidentification of the aircraft by the air traffic controller."
1970-2-10,18:37:00,Pilgrim Airlines,de Havilland Canada DHC-6 Twin Otter 100,"Long Island Sound, Connecticut",3,2,5,3,2,0,5,1970,10,2,Crashed into Long Island Sound while on a flight from Groton to New York.  Fuel exhaustion resulting from inadequate flight preparation and erroneous in-flight decisions by the pilot-in-command.
1970-2-12,07:38:00,Lineas Aéreas La Urraca,Douglas DC-3 (C-47-DL),"Puerto Infrida, Colombia",8,4,12,8,4,2,12,1970,12,2,Crashed while attempting to return to the airport after reporting an overspeeding propeller.
1970-2-15,18:30:00,Compania Dominicana de Aviacion,McDonnell Douglas DC-9-32,"Off Santo Domingo, Dominican Republic",97,5,102,97,5,0,102,1970,15,2,"Two minutes after taking off , the crew reported losing an engine and turned back towards the airport. The plane then descended rapidly and crashed into the sea. Featherweight boxer Carlos Cruz and members of  the Puerto Rican women's national volleyball team killed."
1970-2-19,,Air Congo,Douglas DC-3,Congo,14,3,17,14,3,0,17,1970,19,2,Crashed under unknown circumstances.
1970-2-21,13:34:00,Swissair,Convair CV-990-30A-6,"Zurich, Switzerland",38,9,47,38,9,0,47,1970,21,2,"About 9 minutes after taking off, the crew reported trouble with the aircraft's cabin pressure and radioed they were returning to the airport. The crew reported they suspected an explosion in the aft cargo hold. While returning to the airport the crew lost navigational instruments and electrical power. The cockpit filled with smoke and the plane crashed into a forest. Detonation of an explosive device in the rear section of the passenger cabin shortly after takeoff. A bomb with an altimeter trigger was believed to have been placed in a package mailed to an Israeli address by Palestinian extremists."
1970-3-06,,Bavaria Flug,Handley Page Jetstream 1,"St. Moritz, Switzerland",9,2,11,9,2,0,11,1970,06,3,Crashed 3 km short of the runway into a snow bank. Disintegration of the No. 1 engine turbine wheel.
1970-3-14,17:30:00,Paraense Transportes Aereos,Fairchild-Hiller FH-227B,"Belem Bay, Brazil",35,5,40,34,4,0,38,1970,14,3,"Crashed into Guajara Bay, short of the runway while on approach during a storm."
1970-3-16,11:30:00,Military - U.S. Navy,Lockheed EC-121P,"Near Da Nang, South Vietnam",0,31,31,0,23,0,23,1970,16,3,"The pilot tried to stretch the approach to avoid workers on the runway, ran out of runway, attempted a go-around, was unable to gain altitude and crashed into several structures, trucks and a U.S. Navy Jet."
1970-3-26,19:53:00,Grand Canyon Airlines,Piper PA-32,"Colorado City, Arizona",5,1,6,5,1,0,6,1970,26,3,"Flew into thunderstorms and turbulence, crashed while en route. Continued VFR flight into adverse weather conditions. Spatial disorientation."
1970-4-01,04:07:00,Aeroflot,Antonov AN-24V,"Novosibirsk, Russia",40,5,45,40,5,0,45,1970,01,4,The aircraft crashed after colliding with a radiosonde weather balloon and disintegrated in the air.
1970-4-01,09:45:00,Royal Air Maroc,Aerospatiale Caravelle 3,"Casablanca, Morocco",76,6,82,56,5,0,61,1970,01,4,"The aircraft crashed 9.7 km short of the runway during approach in the fog and broke in two. During the descent, the fire alarm connected to the right engine came on in the cockpit and the flight engineer immediately switched all the power of the hydraulic pumps on the engine that the captain was shutting down, which blocked the transfer actions until the power supply on the left engine would be reactivated. At impact, controls started to function again but it was too late for the pilot-in-command to expect recovery."
1970-4-04,20:47:00,Aeroflot,Ilyushin IL-14P,"Zaporozhye, Ukraine",30,5,35,6,1,0,7,1970,04,4,The plane was destroyed when it crashed while on approach. The crew descended prematurely and was not monitored.
1970-4-21,11:30:00,Philippine Air Lines,Hawker Siddeley HS-748-209,"Manila, Philippines",32,4,36,32,4,0,36,1970,21,4,"The aircraft was on a flight from Cauayan, Isabela to Manila when it crashed into mountainous terrain after a bomb explosion in the rear lavatory of the aircraft  broke off the tail section."
1970-4-25,10:23:00,Military - Italian Air Force,Fairchild C-119G,"Rivolto, Italy",12,7,19,10,7,0,17,1970,25,4,Crashed after experiencing engine problems during the initial climb.
1970-4-28,09:12:00,Trans Australia Airlines,de Havilland Canada DHC-6 Twin Otter 100,"Kainatu,  New Guinea",9,2,11,6,2,0,8,1970,28,4,"Crashed while on approach to a dirt strip.The probable cause of the accident was that the pilot persisted with such determination or confidence in his attempts to reach his destination in the face of deteriorating weather conditions, that he did not ensure he could safely discontinue the approach at any time and still maintain visual reference to the significant terrain."
1970-5-02,15:49:00,Antillean Airlines,McDonnell Douglas DC-9-33CF,"Near St. Croix, US Virgin Islands",57,6,63,22,1,0,23,1970,02,5,"The flight was scheduled to fly from New York to St. Maarten. Because of poor visibility, the aircraft could not land at St. Maarten and was diverted to San Juan, Puerto Rico. Five minutes later the crew was told the weather had improved at St. Maarten and were directed back. After 3 missed landing attempts at St. Maarten, the crew asked to be diverted to St. Thomas. By this time, the plane was very low on fuel and the crew chose to divert to St. Croix. While trying to make St. Croix, the aircraft ran out of fuel and ditched into the sea, 35 miles from shore, sinking in 5,000 ft. of water. Improper management of fuel by the crew. Continued, unsuccessful attempts to land at St. Maarten until insufficient fuel remained to reach an alternate airport. A contributing factor was rain showers in the approaching zone not reported to the crew. Inadequate warning given to passengers before the ditching."
1970-5-04,08:04:00,Military - U.S. Air Force,Convair CV-240,"Hamilton AFB, California",0,14,14,0,13,0,13,1970,04,5,The airplane struck trees and crashed on a mountain slope located eight miles from the airbase.
1970-5-06,,Somali Airlines,Vickers 785D Viscount,"Mogadishu, Somalia",26,4,30,5,0,0,5,1970,06,5,"After losing all flight controls on approach, the aircraft hit the runway hard, collapsing the nose gear and sliding off the runway. In-flight fire of unknown origin which resulted in loss of the flight controls."
1970-5-09,,Philippine Air Lines,Fokker F-27 Friendship 100,"Iligan, Philippines",29,4,33,0,1,0,1,1970,09,5,"In almost zero visibility, control was lost during takeoff. The plane ran off the runway, the wing tip struck a rock pile and the plane cartwheeled."
1970-5-09,21:28:00,Executive Jet Sales Inc.,Gates Learjet 23,"Pellston, Michigan",4,2,6,4,2,0,6,1970,09,5,"The aircraft, cleared for an instrument landing, broke through scattered clouds at 400 feet, landing short of the runway, crashing into trees and exploding into a ball of fire. Illusions produced by the lack of visual cues during a circling approach over unlighted terrain at night to a runway not equipped with approach lights or other visual approach aides. Possibility of altimeter error. United Auto Worker's President, Walter Reuther, 63, and his wife killed along with Oskar Stronorov, William Wolfman and pilots George Evans and Joseph Karrafa."
1970-5-15,11:49:00,Aeroflot,Antonov AN-10,"Kishiniev, Moldavia, USSR",0,11,11,0,11,0,11,1970,15,5,"On final, the airplane banked left, lost height and crashed in a large explosion a few km short of runway threshold. Pilot error."
1970-5-26,,Aeroservicios,de Havilland DH-114 Heron 1B,"Near Tegucigalpa, Honduras",4,2,6,4,2,0,6,1970,26,5,"While on approach, the plane banked to the left and crashed to the ground. The pilot stalled the plane in turbulence at a low altitude."
1970-5-30,09:30:00,Lehigh Acres Development Inc.,Martin 404,"Chamblee, Georgia",29,4,33,1,0,5,1,1970,30,5,There was a loss of power as the aircraft climbed after taking off from DeKalb Peachtree Airport. The plane touched down and slid along a highway for one-half a mile striking a automobile killing 5 people. Loss of effective engine power because of improper fuel having been placed in the tanks by relatively untrained personnel. A contributing factor was the flightcrew did not detect the error.
1970-6-01,05:12:00,Ceskoslovenske Aerolinie,Tupolev TU-104A,"Tripoli, Libya",10,3,13,10,3,0,13,1970,01,6,Undershot runway in fog and crashed after two failed landing attempts. Crew error.
1970-6-02,,Philippine Air Lines,Fokker F-27 Friendship 100,"Roxas, Philippines",40,4,44,1,0,0,1,1970,02,6,A hand grenade exploded inside the passenger cabin at FL130 . A safe emergency landing was made despite a 9 sq. ft. hole in the fuselage.
1970-6-10,,Military - LADE,Fokker F-27 Friendship 400M,"Near Huaricanga, Peru",5,3,8,3,2,0,5,1970,10,6,"Struck a 15,000 ft  mountain located in the region of Huaricanga."
